name,message,since,link,country
Naenelus,"Dear Kanata, 
Thank you for bringing all the happiness and joy for this entire moment.
I'm may not be an active fan and always be lurking in chat, but you will always be my no.1 in my heart.
I will always pray for your well-being and will always wishing for happiness for your life. ",2019,https://x.com/i/status/1999090222454460442,Malaysia
Teriyaki,こんにちは、カナタ。もう卒業するんだね…私はまだ初めて君を見た時の気持ちのままなんだ。君が私たちファン全員を離れていくのは本当に悲しいよ。どうか、いつも応援している私たちのことを覚えていてください！！ごめんね、大学が忙しくてあなたの配信をあまり見られなかったのに、突然卒業を発表しちゃって…だから時間を作ってこれを書いてるんだ。多分これが最後になるかもしれないから…どうかお元気で、これからも頑張ってね！！！,2020,,Indonesia
FirstWTM,"Thank you for everything in the past 6 years, Your voice and effort to be an Idol helped me get through my darkest times in my life.
For me,  Heimin, as long as you're happy, I'm happy too.
Hope you have good health and success from now on.
I will always remember you, my ""Idol"" tenshi.",2021,https://x.com/Just1Watermelon/status/1999535986712134043,Thailand
ぽたろう,卒業は寂しいけど、こんな可愛い世界で1番のアイドルに出会えて良かった！！楽しい日々をありがとう！！！僕は幸せだったから、かなたんも絶対幸せになってね。,2025,https://x.com/pota_maru897/status/1966548674009591935?s=46,Japan / 日本
アルシエル,長年頑張ってくれてありがとう。初めて君を見つけた時、僕は人生で一番落ち込んでいた。でも、君を見たり聞いたりするたびに、僕は前を向いて生きて、人生でベストを尽くせると感じた。私もあなたのおかげで日本語の勉強を始めました、そしてかなり上達しました！今、君にも同じことを願っているし、これからどんなことがあってもうまくいくことを願っている。気をつけてね、かなたん。今までありがとう！,2020,https://x.com/i/status/1999735192664310187,Philippines
バイン,"世界で最高のアイドル、かなたん！
かなたんを知ってからこれまで沢山の想いを貰いました。
いつまでもかなたんのことを応援し続けるよ！
どうか、健やかに楽しい人生を過ごしてね！",2021,,Japan / 日本
Scilk607,"I would think about how far Kanata went in achieving her dream despite the several hurdles in life that would have made most people give up, and that if I gave up during tough times, could I really call myself a true fan if I don’t follow her example?",2020,,United States
happyハッピー해피,"かなたんに会えて幸せで楽しかった
かなたんこの努力する姿を見ては
私も小さいことから努力しながら生きるようになりました。
かなたんこのいつも私たちを思ったように
私もいつも楽しい思い出として記憶するよ
これからの未来にいつも幸せになるように祈るよ
ありがとう",2023,,"Korea, South"
Shianu,"Thank you for everything ! For being my oshi, make me smile, laugh and everything ! ! ! Thank you ! ",2020,,France
Greedy Lich,"最高6年間ありがとう！
ずっと応援し続ける！
かなたん大好き！",2020,https://x.com/LichGreedy/status/2000251181332070773,Poland
Slippy｜スリッピ,日本語勉強中なので、変だったらすみません。アメリカで二年間かなたのキーチェーンをカバンに付けてます。いつもありがとう！応援してます！かなたの歌声は大好き、そして、かなたのツッコミと性格は一番面白い！お大事にね～！,2023,https://x.com/slippybubby/status/1995783790107787485/photo/1,United States
Yushiro,私にインスピレーションを与えてくれてありがとうございます。今までお疲れ様でした！,2021,https://x.com/yushirocos/status/2000262324528304578?s=46,Malaysia
Mogeko,Thanks for everything Kanata!!! Good Luck for the future and have a lot of Gorilla luck!!!,2020,,Italy
Raiko,Konkanata! hello Kanata i hope what ever you have planned for the future will bring you happiness!,2020,https://x.com/Bloodedge14/status/2000326385995534830,Netherlands
Aaron,"下手な日本語を許してください！
天音かなたへ、
長年にわたる活動、本当にありがとうございました。配信を見ると、幸せになります。歌うのを聞くと、感情的になります。面白くて、親切で、勤勉な人です。
ソロライブコンサートを見るためにアメリカから日本に来ました。ステージで君を見ると、すぐに喜びに満ちました。それは私の人生で最高の思い出の一つです。
かなたんいつも応援しています！ずっと、ずっと私のきらきら輝く天使です。",2022,https://x.com/gnunicorn11/status/2000344558807511424,United States
